year,min_temp_change,max_temp_change,total_temp_change,disaster_count
1923,-5.683333333333394,19.658333333333303,25.341666666666697,0.0
1910,0.6499999999998636,-0.41666666666662877,1.0666666666664923,0.0
1894,2.4166666666667425,4.991666666666788,7.40833333333353,0.0
1906,-0.008333333333212067,-3.0083333333333258,3.016666666666538,0.0
1889,4.049999999999841,-19.758333333333212,23.808333333333053,0.0
1952,-12.666666666666629,17.72499999999991,30.391666666666538,0.0
1955,11.058333333333167,3.5499999999999545,14.608333333333121,0.0
1904,5.150000000000091,13.066666666666606,18.216666666666697,0.0
1956,6.400000000000091,-16.35833333333335,22.75833333333344,0.0
1985,-7.699999999999818,-29.425000000000068,37.124999999999886,1.0
1942,-12.850000000000023,15.81666666666672,28.666666666666742,0.0
1941,16.25,9.38333333333344,25.63333333333344,0.0
1890,-1.8500000000000227,1.9750000000000227,3.8250000000000455,0.0
1965,-6.433333333333394,-4.550000000000068,10.983333333333462,0.0
1901,-10.25833333333344,2.4750000000001364,12.733333333333576,0.0
1907,7.641666666666765,-18.28333333333353,25.925000000000296,0.0
1940,12.483333333333235,5.825000000000159,18.308333333333394,0.0
2010,-20.266666666666538,0.5,20.766666666666538,2.0
1986,10.574999999999932,16.716666666666697,27.29166666666663,1.0
1902,-1.1083333333332348,-14.108333333333462,15.216666666666697,0.0
1979,0.3583333333331211,7.9500000000000455,8.308333333333167,0.0
1929,-4.799999999999841,-2.183333333333394,6.983333333333235,0.0
1922,8.958333333333258,4.225000000000023,13.18333333333328,0.0
1915,-11.433333333333167,-15.29999999999984,26.733333333333007,0.0
1962,0.6416666666665378,3.716666666666356,4.358333333332894,0.0
1963,8.066666666666606,-7.483333333333235,15.54999999999984,0.0
1886,-3.016666666666765,13.625,16.641666666666765,0.0
1917,8.791666666666856,-1.3000000000000682,10.091666666666924,0.0
1891,-6.291666666666515,6.966666666666811,13.258333333333326,0.0
1909,3.608333333333235,-0.3999999999998636,4.008333333333098,0.0
1888,-4.058333333333394,-6.100000000000136,10.15833333333353,0.0
1885,-11.958333333333485,3.7916666666667425,15.750000000000227,0.0
1919,7.216666666666697,14.049999999999955,21.26666666666665,0.0
1887,-4.308333333333167,-24.74166666666656,29.049999999999727,0.0
1895,26.39166666666665,-1.583333333333485,27.975000000000136,0.0
1892,-22.574999999999932,4.833333333333485,27.408333333333417,0.0
2024,-2.791666666666856,9.17499999999984,11.966666666666697,1.0
