file_timestamp,20241211211548
location,point: 571500 278500
dataset_name,Historic G2G flows and soil moisture with Oudin PET over a grid
dataset_title,Grid-to-Grid model estimates of monthly mean flow and soil moisture for Great Britain: observed driving data [MaRIUS-G2G-Oudin-monthly]
DOI,10.5285/f52f012d-9f2e-42cc-b628-9cdea4fa3ba0
start_year,1891
end_year,2015
parameter,soil
interval,monthly
statistic,mean
procedure,modelled
UoM,mm water/m soil
Date,soil
2001-03-01,231.21
2001-04-01,220.89
2001-05-01,172.12
2001-06-01,102.68
2001-07-01,100.46
2001-08-01,113.10
2001-09-01,118.05
2001-10-01,155.96
2001-11-01,179.86
2001-12-01,205.26
2002-01-01,203.65
2002-02-01,219.70
2002-03-01,202.78
2002-04-01,155.07
2002-05-01,125.24
2002-06-01,94.56
2002-07-01,81.94
2002-08-01,111.28
2002-09-01,89.50
2002-10-01,102.15
2002-11-01,189.67
2002-12-01,224.48
2003-01-01,241.88
2003-02-01,230.06
2003-03-01,193.70
2003-04-01,139.20
2003-05-01,109.85
2003-06-01,88.56
2003-07-01,86.83
2003-08-01,65.70
2003-09-01,46.47
2003-10-01,48.95
2003-11-01,92.36
2003-12-01,161.21
2004-01-01,209.97
2004-02-01,231.00
2004-03-01,211.50
2004-04-01,184.53
2004-05-01,156.40
2004-06-01,99.08
2004-07-01,94.93
2004-08-01,104.76
2004-09-01,104.95
2004-10-01,138.09
2004-11-01,179.60
2004-12-01,188.23
2005-01-01,195.12
2005-02-01,197.97
2005-03-01,189.43
2005-04-01,156.60
2005-05-01,118.11
2005-06-01,86.67
2005-07-01,89.55
2005-08-01,75.77
2005-09-01,107.75
2005-10-01,129.28
2005-11-01,178.50
2005-12-01,174.75
2006-01-01,183.53
2006-02-01,175.01
2006-03-01,177.19
2006-04-01,157.26
2006-05-01,156.88
2006-06-01,126.93
2006-07-01,68.49
2006-08-01,121.92
2006-09-01,147.03
2006-10-01,165.00
2006-11-01,176.73
2006-12-01,213.46
2007-01-01,237.15
2007-02-01,222.32
2007-03-01,216.29
2007-04-01,150.94
2007-05-01,119.31
2007-06-01,134.08
2007-07-01,152.54
2007-08-01,125.51
2007-09-01,110.31
2007-10-01,135.03
2007-11-01,145.69
2007-12-01,169.13
2008-01-01,194.57
2008-02-01,197.75
2008-03-01,196.08
2008-04-01,182.24
2008-05-01,138.06
2008-06-01,124.24
2008-07-01,90.98
2008-08-01,99.89
2008-09-01,108.27
2008-10-01,130.09
2008-11-01,171.40
2008-12-01,194.35
2009-01-01,191.29
2009-02-01,221.53
2009-03-01,205.49
2009-04-01,159.17
2009-05-01,100.96
2009-06-01,91.09
2009-07-01,88.70
2009-08-01,95.38
2009-09-01,61.75
2009-10-01,63.89
2009-11-01,121.98
2009-12-01,200.24
2010-01-01,225.30
2010-02-01,234.22
2010-03-01,220.01
2010-04-01,178.97
2010-05-01,118.65
2010-06-01,80.35
2010-07-01,48.41
2010-08-01,94.97
2010-09-01,148.48
2010-10-01,175.74
2010-11-01,192.25
2010-12-01,189.06
2011-01-01,212.56
2011-02-01,209.96
2011-03-01,190.70
2011-04-01,129.78
2011-05-01,67.62
2011-06-01,68.06
2011-07-01,83.84
2011-08-01,71.39
2011-09-01,71.79
2011-10-01,72.72
2011-11-01,90.03
2011-12-01,108.04
2012-01-01,145.07
2012-02-01,154.92
2012-03-01,151.02
2012-04-01,153.59
2012-05-01,168.79
2012-06-01,147.53
2012-07-01,177.98
2012-08-01,162.94
2012-09-01,132.07
2012-10-01,156.05
2012-11-01,199.58
2012-12-01,235.50
2013-01-01,231.79
2013-02-01,228.16
2013-03-01,210.10
2013-04-01,174.46
2013-05-01,132.62
2013-06-01,95.73
2013-07-01,57.39
2013-08-01,68.52
2013-09-01,78.56
2013-10-01,116.74
2013-11-01,185.78
2013-12-01,193.82
2014-01-01,229.57
2014-02-01,237.26
2014-03-01,200.56
2014-04-01,146.82
2014-05-01,111.07
2014-06-01,113.79
2014-07-01,91.96
2014-08-01,123.44
2014-09-01,103.76
2014-10-01,113.35
2014-11-01,148.49
2014-12-01,199.10
2015-01-01,219.78
2015-02-01,214.83
2015-03-01,196.07
2015-04-01,167.76
2015-05-01,121.90
2015-06-01,77.50
2015-07-01,69.14
2015-08-01,86.10
2015-09-01,126.56
2015-10-01,128.56
2015-11-01,143.51
2015-12-01,178.61
